Order_ID,Order_Created_At,Order_Updated_At,Order_Referring_Site,Order_Total_Discount,Order_Total_Price,Product_ID,Product_Quantity,Variant_ID,Currency,Product_Variant_Price,Customer_ID
64053989114237,2025-02-03T09:02:02Z,2025-02-03T09:02:02Z,,2.85,31.1,8513875476709,1,44831255363813,GBP,4.99,23107514564989
64053989114237,2025-02-03T09:02:02Z,2025-02-03T09:02:02Z,,2.85,31.1,14932219068797,1,55091815022973,GBP,3.99,23107514564989
64053989114237,2025-02-03T09:02:02Z,2025-02-03T09:02:02Z,,2.85,31.1,8513873674469,1,44831244386533,GBP,9.99,23107514564989
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,8190121804005,1,43851997577445,GBP,6.99,23104538313085
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,8311289118949,1,44137785819365,GBP,1.95,23104538313085
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,14920270479741,1,55059506954621,GBP,6.99,23104538313085
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,14932219068797,1,55091815022973,GBP,3.99,23104538313085
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,14957961380221,1,55171764420989,GBP,3.99,23104538313085
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,14971365359997,1,55222731112829,GBP,1.99,23104538313085
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,8398943617253,1,44385937129701,GBP,4.49,23104538313085
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,14948070195581,1,55133818028413,GBP,3.99,23104538313085
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,8398943944933,1,44385937555685,GBP,2.99,23104538313085
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,14920270414205,1,55059506856317,GBP,4.99,23104538313085
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,8478311252197,1,44822761242853,GBP,8.99,23104538313085
64038154207613,2025-02-01T23:53:31Z,2025-02-01T23:53:31Z,,6.92,68.41,8482959655141,1,44748755730661,GBP,12.99,23104538313085
64037213405565,2025-02-01T20:50:34Z,2025-02-01T20:50:34Z,,0.79,12.2,8036276371685,1,43476312162533,GBP,5.49,23104220430717
