Order_ID,Order_Created_At,Order_Updated_At,Order_Referring_Site,Order_Total_Discount,Order_Total_Price,Product_ID,Product_Quantity,Variant_ID,Currency,Product_Variant_Price,Customer_ID
36021849587965,2025-01-31T08:10:07Z,2025-01-31T08:10:07Z,,0.0,1419.0,8253926113533,1,44402958434557,ZAR,1419.00,7877032345853
36021262909693,2025-01-31T04:19:06Z,2025-01-31T05:25:08Z,https://shop.thedeli.co.za/search,0.0,300.0,8368832905469,1,44779987435773,ZAR,300.00,6791903543549
36019506807037,2025-01-30T17:39:22Z,2025-01-30T17:49:33Z,https://www.google.com/,0.0,945.9,2107884503137,1,38705965236393,ZAR,244.20,7428104552701
36019506807037,2025-01-30T17:39:22Z,2025-01-30T17:49:33Z,https://www.google.com/,0.0,945.9,2107883683937,1,38700763545769,ZAR,123.20,7428104552701
36019506807037,2025-01-30T17:39:22Z,2025-01-30T17:49:33Z,https://www.google.com/,0.0,945.9,2107883389025,1,38643124175017,ZAR,130.50,7428104552701
36019506807037,2025-01-30T17:39:22Z,2025-01-30T17:49:33Z,https://www.google.com/,0.0,945.9,6477491241129,1,38702871904425,ZAR,193.10,7428104552701
36019506807037,2025-01-30T17:39:22Z,2025-01-30T17:49:33Z,https://www.google.com/,0.0,945.9,2107885027425,1,38631063322793,ZAR,99.90,7428104552701
36019506807037,2025-01-30T17:39:22Z,2025-01-30T17:49:33Z,https://www.google.com/,0.0,945.9,2144871153761,1,20024865587297,ZAR,75.00,7428104552701
36018973802749,2025-01-30T14:36:00Z,2025-01-30T15:42:08Z,,149.0,1028.9,6457855049897,1,38643404243113,ZAR,30.00,7494849659133
36018973802749,2025-01-30T14:36:00Z,2025-01-30T15:42:08Z,,149.0,1028.9,8788823736573,6,45944656167165,ZAR,21.00,7494849659133
36018973802749,2025-01-30T14:36:00Z,2025-01-30T15:42:08Z,,149.0,1028.9,8004541448445,1,43692441207037,ZAR,87.40,7494849659133
36018973802749,2025-01-30T14:36:00Z,2025-01-30T15:42:08Z,,149.0,1028.9,4707836002401,1,32559654043745,ZAR,30.40,7494849659133
36018973802749,2025-01-30T14:36:00Z,2025-01-30T15:42:08Z,,149.0,1028.9,8788823507197,4,45944654987517,ZAR,21.00,7494849659133
36018973802749,2025-01-30T14:36:00Z,2025-01-30T15:42:08Z,,149.0,1028.9,4771256369249,2,32731079147617,ZAR,15.00,7494849659133
36018973802749,2025-01-30T14:36:00Z,2025-01-30T15:42:08Z,,149.0,1028.9,8783032844541,1,45925051662589,ZAR,233.50,7494849659133
36018973802749,2025-01-30T14:36:00Z,2025-01-30T15:42:08Z,,149.0,1028.9,2110812487777,1,38733663568041,ZAR,115.00,7494849659133
