Product_ID,Product_Title,Product_Type,Product_Published_At,Product_Variant_Id,Variant_Price,Variant_Inventory_Quantity,Variant_Created_At,Product_Created_At,Body_Html,Variant_Title,Option_Names,Option_Values,Image_Ids,Image_Sources
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41554666225741,0.0,0,2025-01-29T09:33:18Z,2025-01-29T09:33:18Z,,Default Title,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41554814926925,360.0,0,2025-01-29T12:31:25Z,2025-01-29T09:33:18Z,,31738153885033,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41554814959693,485.0,0,2025-01-29T12:31:25Z,2025-01-29T09:33:18Z,,41738153885511,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41554814992461,360.0,0,2025-01-29T12:31:25Z,2025-01-29T09:33:18Z,,31738153885855,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41554815057997,1010.0,0,2025-01-29T12:31:26Z,2025-01-29T09:33:18Z,,31738153886208,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41555947585613,1060.0,0,2025-01-30T00:35:06Z,2025-01-29T09:33:18Z,,51738197306550,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41556083867725,1010.0,0,2025-01-30T01:36:04Z,2025-01-29T09:33:18Z,,51738200964562,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41556533018701,1010.0,0,2025-01-30T05:47:43Z,2025-01-29T09:33:18Z,,31738216063252,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41557264891981,685.0,0,2025-01-30T17:54:25Z,2025-01-29T09:33:18Z,,71738259665472,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41558340567117,638.0,0,2025-01-31T12:54:30Z,2025-01-29T09:33:18Z,,71738328070405,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41558998089805,1010.0,0,2025-01-31T17:11:25Z,2025-01-29T09:33:18Z,,31738343485442,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41559093674061,1060.0,0,2025-01-31T19:28:25Z,2025-01-29T09:33:18Z,,41738351704886,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41563238957133,525.0,0,2025-02-04T00:49:22Z,2025-01-29T09:33:18Z,,51738630162059,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41565003743309,1010.0,0,2025-02-04T14:07:59Z,2025-01-29T09:33:18Z,,31738678078887,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41569817264205,1010.0,0,2025-02-07T04:39:20Z,2025-01-29T09:33:18Z,,51738903160153,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7417281151053,Gift Box,,2025-01-29T09:37:58Z,41570090647629,5249.0,0,2025-02-07T10:22:26Z,2025-01-29T09:33:18Z,,51738923746332,Title,Default Title,32391664697421,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/gbb_gift_box_6291d7ce-0c86-4525-8718-3e18e4864213.gif?v=1738143200
7380636893261,Thanks giving card,,2024-11-28T08:59:57Z,41444062167117,44.0,88,2024-11-28T08:59:58Z,2024-11-28T08:59:57Z,<p>Thanks Giving Card</p>,Default Title,Title,Default Title,32130687860813,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/download_c3ae7a6a-7983-4718-ad5e-a38628280706.jpg?v=1732784380
7380636336205,Newyear Card,,2024-11-28T08:58:57Z,41444061544525,16.0,72,2024-11-28T08:58:58Z,2024-11-28T08:58:57Z,<p>New year card</p>,Default Title,Title,Default Title,32130683863117,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/download_89896952-e629-4a24-bfb6-81c480d91f33.jpg?v=1732784319
7380635680845,Card,,2024-11-28T08:58:03Z,41444060856397,5.0,55,2024-11-28T08:58:05Z,2024-11-28T08:58:03Z,<p>thankyou card</p>,Default Title,Title,Default Title,32130681307213,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/download_9a4a47a4-6b0e-4510-ad8f-b53ea4824c40.jpg?v=1732784274
7380634435661,Blue Box,,2024-11-28T08:46:58Z,41444058890317,15.0,22,2024-11-28T08:46:59Z,2024-11-28T08:46:58Z,<p>Blue box</p>,Default Title,Title,Default Title,32130679308365,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/download_0a0879cb-402a-434a-b8d5-397472eedf7d.jpg?v=1732784119
7380633288781,Festive box,,2024-11-28T08:46:05Z,41444058562637,10.0,22,2024-11-28T08:46:06Z,2024-11-28T08:46:05Z,<p>Red box</p>,Default Title,Title,Default Title,32130669543501,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/images_cca51292-9bb5-4e44-afa0-e51d1d5f048e.jpg?v=1732783550
7380633256013,Gift box,,2024-11-28T08:44:55Z,41444058497101,5.0,88,2024-11-28T08:44:56Z,2024-11-28T08:44:55Z,,Default Title,Title,Default Title,32130667708493,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/download.jpg?v=1732783482
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239973453,200.0,20,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Gray / 5G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239940685,80.0,10,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Gray / 4G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239907917,50.0,10,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Gray / 3G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239776845,200.0,10,2024-09-17T12:16:27Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Black / 5G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239744077,150.0,10,2024-09-17T12:16:27Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Black / 4G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239711309,140.0,10,2024-09-17T12:16:27Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Black / 3G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239875149,300.0,0,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Navy / 5G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239842381,210.0,10,2024-09-17T12:16:27Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Navy / 4G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326239809613,200.0,10,2024-09-17T12:16:27Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Navy / 3G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326240071757,500.0,10,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Gold / 5G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326240038989,450.0,10,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Gold / 4G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7345020043341,Android mobiles,,2024-09-17T12:30:00Z,41326240006221,300.0,10,2024-09-17T12:16:28Z,2024-09-17T12:16:25Z,"<p>Android is a mobile operating system developed by Google, primarily designed for touchscreen devices like smartphones and tablets. It is based on a modified version of the Linux kernel and other open-source software. Here are key features and components of Android mobile devices</p>",Gold / 3G / Dual,SIM card capability,Dual,31909382914125,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/pexels-pok-rie-33563-1884777_5a3d8433-b721-440a-81a0-84cc0d3403b7.jpg?v=1727677239
7319789666381,Box 5 produits 35 euros,,2024-08-08T08:41:10Z,41252332470349,0.0,97,2024-08-08T08:41:12Z,2024-08-08T08:41:10Z,,Default Title,Title,Default Title,31709110141005,https://cdn.shopify.com/s/files/1/0228/1934/0365/files/IMG_3979.jpg?v=1723106467
