Order_ID,Order_Created_At,Order_Updated_At,Order_Referring_Site,Order_Total_Discount,Order_Total_Price,Product_ID,Product_Quantity,Variant_ID,Currency,Product_Variant_Price,Customer_ID
35984114712830,2025-01-31T08:01:07Z,2025-01-31T08:01:07Z,,39.95,859.05,8582251380990,1,45590643769598,INR,799.00,8104583201022
35983924003070,2025-01-31T06:09:07Z,2025-01-31T06:09:07Z,,22.45,426.55,8563350339838,1,45534893801726,INR,449.00,8104516157694
35983560311038,2025-01-31T02:51:06Z,2025-01-31T02:51:06Z,,0.0,899.0,8582251380990,1,45590643769598,INR,799.00,8104375812350
35982378696958,2025-01-30T18:36:08Z,2025-01-31T04:42:09Z,,34.95,664.05,8562422874366,1,45530321125630,INR,699.00,8103895367934
35982364901630,2025-01-30T18:31:02Z,2025-01-31T04:37:12Z,,0.0,849.0,8686289125630,1,45931762680062,INR,749.00,8103890747646
35982244053246,2025-01-30T17:40:36Z,2025-01-31T03:46:10Z,,39.95,859.05,8582251380990,1,45590643769598,INR,799.00,8103842185470
35981982695678,2025-01-30T15:53:36Z,2025-01-31T01:59:06Z,,0.0,569.0,8719841100030,1,46077321216254,INR,569.00,8101021745406
35981923320062,2025-01-30T15:34:31Z,2025-01-31T01:40:21Z,,34.95,714.05,8562422874366,1,45530321125630,INR,699.00,8103707902206
35981923320062,2025-01-30T15:34:31Z,2025-01-31T01:40:21Z,,34.95,714.05,8376581652734,1,45522070765822,INR,50.00,8103707902206
35981332578558,2025-01-30T12:43:01Z,2025-01-30T22:49:03Z,,37.45,1155.55,8743427899646,1,46161280827646,INR,60.00,8103443103998
35981332578558,2025-01-30T12:43:01Z,2025-01-30T22:49:03Z,,37.45,1155.55,8754325913854,1,46206099620094,INR,50.00,8103443103998
35981332578558,2025-01-30T12:43:01Z,2025-01-30T22:49:03Z,,37.45,1155.55,8743428423934,1,46161283449086,INR,100.00,8103443103998
35981332578558,2025-01-30T12:43:01Z,2025-01-30T22:49:03Z,,37.45,1155.55,8666722074878,1,45843637895422,INR,159.00,8103443103998
35981332578558,2025-01-30T12:43:01Z,2025-01-30T22:49:03Z,,37.45,1155.55,8522689773822,1,45410561130750,INR,749.00,8103443103998
35981332578558,2025-01-30T12:43:01Z,2025-01-30T22:49:03Z,,37.45,1155.55,8376581685502,1,45615022735614,INR,25.00,8103443103998
35981332578558,2025-01-30T12:43:01Z,2025-01-30T22:49:03Z,,37.45,1155.55,8376581652734,1,45522070765822,INR,50.00,8103443103998
35981313999102,2025-01-30T12:30:33Z,2025-01-30T22:36:07Z,,0.0,899.0,8701745889534,1,46008934760702,INR,899.00,8103435993342
35981202751742,2025-01-30T11:48:30Z,2025-01-30T21:54:07Z,,79.9,1718.1,8321527021822,1,44876890931454,INR,799.00,8103387857150
35981202751742,2025-01-30T11:48:30Z,2025-01-30T21:54:07Z,,79.9,1718.1,8582251380990,1,45590643769598,INR,799.00,8103387857150
35979489247486,2025-01-30T06:08:34Z,2025-01-30T06:08:34Z,,0.0,985.0,8511485575422,1,45379636560126,INR,885.00,8098826682622
35979382653182,2025-01-30T05:41:33Z,2025-01-30T15:47:06Z,https://www.giftanaindia.com/,0.0,449.0,8213366243582,1,44576621560062,INR,449.00,8068938170622
35976942551294,2025-01-29T15:57:01Z,2025-01-30T02:02:07Z,,0.0,885.0,8511485575422,1,45379636560126,INR,885.00,8098826682622
35975838630142,2025-01-29T04:27:02Z,2025-01-29T14:33:05Z,,29.95,569.05,8358502170878,1,44995885891838,INR,599.00,8100899356926
35975527137534,2025-01-29T02:04:35Z,2025-01-29T12:10:05Z,,0.0,649.0,8533054849278,1,45432862507262,INR,649.00,8100719984894
35974083346686,2025-01-28T16:23:04Z,2025-01-29T02:29:06Z,,0.0,1160.0,8511485575422,1,45379636560126,INR,885.00,8100097261822
35974083346686,2025-01-28T16:23:04Z,2025-01-29T02:29:06Z,,0.0,1160.0,8376581685502,1,45615022735614,INR,25.00,8100097261822
35974083346686,2025-01-28T16:23:04Z,2025-01-29T02:29:06Z,,0.0,1160.0,8376581652734,1,45522070765822,INR,50.00,8100097261822
35974083346686,2025-01-28T16:23:04Z,2025-01-29T02:29:06Z,,0.0,1160.0,8743427604734,1,46161279713534,INR,100.00,8100097261822
35973971968254,2025-01-28T15:41:03Z,2025-01-30T05:34:34Z,,54.95,1144.05,8511669043454,1,45380317413630,INR,1099.00,8100056367358
35973873565950,2025-01-28T14:59:00Z,2025-01-29T01:05:04Z,,0.0,2699.0,8511365513470,1,45379187966206,INR,2499.00,8100014031102
35973680496894,2025-01-28T13:19:06Z,2025-01-28T23:25:04Z,,0.0,999.0,8744647622910,1,46166165192958,INR,999.00,8099934437630
35973529993470,2025-01-28T11:47:08Z,2025-01-28T21:53:09Z,,29.95,569.05,8358502170878,1,44995885891838,INR,599.00,8099875619070
35973523603710,2025-01-28T11:44:36Z,2025-01-28T21:50:10Z,,34.95,739.05,8376581685502,1,45615022735614,INR,25.00,8099873292542
35973523603710,2025-01-28T11:44:36Z,2025-01-28T21:50:10Z,,34.95,739.05,8376581652734,1,45522070765822,INR,50.00,8099873292542
35973523603710,2025-01-28T11:44:36Z,2025-01-28T21:50:10Z,,34.95,739.05,8358514589950,1,44995907191038,INR,699.00,8099873292542
35973296783614,2025-01-28T09:15:38Z,2025-01-28T19:21:09Z,,32.45,616.55,8358476087550,1,44995829137662,INR,649.00,8099797172478
35973269520638,2025-01-28T09:00:33Z,2025-01-28T19:06:05Z,,69.75,1425.25,8745452699902,1,46169633227006,INR,1395.00,8099788456190
35973133828350,2025-01-28T07:38:31Z,2025-01-28T17:44:10Z,,0.0,799.0,8711849804030,1,46052857086206,INR,799.00,8099746742526
35972982210814,2025-01-28T06:11:36Z,2025-01-28T16:17:06Z,,29.95,569.05,8675814899966,1,45881521602814,INR,599.00,8099693560062
35971265331454,2025-01-27T16:03:05Z,2025-01-28T02:09:06Z,,0.0,999.0,8752174694654,1,46198350905598,INR,999.00,8098897592574
35971118104830,2025-01-27T14:44:09Z,2025-01-28T00:50:12Z,,44.25,840.75,8511485575422,1,45379636560126,INR,885.00,8098826682622
35970523922686,2025-01-27T08:06:01Z,2025-01-27T18:12:08Z,,0.0,449.0,8558263337214,1,45520671965438,INR,449.00,8098589606142
35970079424766,2025-01-27T04:58:01Z,2025-01-27T15:04:07Z,,29.95,569.05,8358502170878,1,44995885891838,INR,599.00,8098476523774
35968709722366,2025-01-26T17:44:07Z,2025-01-27T03:50:09Z,,124.95,2449.05,8376581685502,1,45615022735614,INR,25.00,8097864614142
35968709722366,2025-01-26T17:44:07Z,2025-01-27T03:50:09Z,,124.95,2449.05,8376581652734,1,45522070765822,INR,50.00,8097864614142
35968709722366,2025-01-26T17:44:07Z,2025-01-27T03:50:09Z,,124.95,2449.05,8511365513470,1,45379187966206,INR,2499.00,8097864614142
35968616595710,2025-01-26T17:00:06Z,2025-01-27T03:06:06Z,,88.5,1781.5,8511485575422,2,45379636560126,INR,885.00,8021079949566
35968525336830,2025-01-26T16:13:04Z,2025-01-27T05:59:30Z,,44.25,1025.75,8743427899646,1,46161280827646,INR,60.00,8097770438910
35968525336830,2025-01-26T16:13:04Z,2025-01-27T05:59:30Z,,44.25,1025.75,8511485575422,1,45379636560126,INR,885.00,8097770438910
35968525336830,2025-01-26T16:13:04Z,2025-01-27T05:59:30Z,,44.25,1025.75,8376581685502,1,45615022735614,INR,25.00,8097770438910
35968086835454,2025-01-26T11:44:03Z,2025-01-26T21:50:06Z,,0.0,1199.0,8511685329150,1,45380395696382,INR,1099.00,8097568391422
35968022544638,2025-01-26T10:59:06Z,2025-01-26T21:05:06Z,,24.95,474.05,8358465437950,1,44995816685822,INR,499.00,8079599206654
35967806111998,2025-01-26T08:12:31Z,2025-01-26T18:18:05Z,,0.0,849.0,8522836967678,1,45411215343870,INR,749.00,8097467990270
35967547277566,2025-01-26T05:06:02Z,2025-01-26T15:12:08Z,,37.95,721.05,8742702186750,1,46158043054334,INR,759.00,8097365197054
35967548915966,2025-01-26T05:06:02Z,2025-01-26T15:12:06Z,,29.95,569.05,8358502170878,1,44995885891838,INR,599.00,8097365754110
35967467094270,2025-01-26T04:13:02Z,2025-01-26T14:19:05Z,,44.25,940.75,8511485575422,1,45379636560126,INR,885.00,8097328955646
35967438192894,2025-01-26T03:53:05Z,2025-01-26T13:59:04Z,,44.25,940.75,8511485575422,1,45379636560126,INR,885.00,8097316274430
35967349588222,2025-01-26T02:59:31Z,2025-01-26T13:05:06Z,,29.95,569.05,8358502170878,1,44995885891838,INR,599.00,8097281474814
35966016291070,2025-01-25T16:27:06Z,2025-01-25T16:27:06Z,,0.0,649.0,8701716660478,1,46008708661502,INR,649.00,8095694651646
35965810999550,2025-01-25T14:51:04Z,2025-01-26T00:57:07Z,,32.45,716.55,8519378469118,1,45404360933630,INR,649.00,8096642498814
35965177954558,2025-01-25T06:42:33Z,2025-01-25T16:48:05Z,https://www.google.com/,0.0,75175.0,8754365759742,1,46206197268734,INR,2995.00,8069290230014
35964882157822,2025-01-25T03:17:36Z,2025-01-28T03:37:31Z,,74.95,1674.05,8713343860990,1,46058487349502,INR,1499.00,8099556557054
35964882157822,2025-01-25T03:17:36Z,2025-01-28T03:37:31Z,,74.95,1674.05,8376581652734,1,45522070765822,INR,50.00,8099556557054
